data,target 
"b""Problems for strict and convex Bayesianism are discussed.\nA set-based Bayesianism generalizing convex Bayesianism \nand intervalism is proposed. This approach abandons not only the strict\nBayesian requirement of a unique real-valued probability function \nin any decision-making context but also the requirement of convexity \nfor a set-based representation of uncertainty. \nLevi's E-admissibility decision criterion is retained \nand is shown to be applicable in the non-convex case.""",0
"b""In this paper we review and compare several techniques for model-based\npose recovery (extrinsic camera calibration) from monocular images. We\nclassify the solutions reported in the literature as analytical\nperspective, affine and numerical perspective. We also present\nreformulations for two of the most important numerical perspective\nsolutions: Lowe's algorithm and Phong-Horaud's algorithm. Our\nimprovement to Lowe's algorithm consists of eliminating some\nsimplifying assumptions on its projective equations. A careful\nexperimental evaluation reveals that the resulting fully projective\nalgorithm has superexponential convergence properties for a wide range\nof initial solutions and, under realistic usage conditions, it is up to\nan order of magnitude more accurate than the original formulation, with\narguably better computation-time properties. Our extension to\nPhong-Horaud's algorithm is, to the best of our knowledge, the first\nmethod for independent orientation recovery that actually exploits the\ntheoretical advantages of point correspondences over line correspondences.\nWe show that in the context of a specific real-life application (visual\nnavigation), it is either more accurate than other similar techniques\nwith the same computational cost, or more efficient with the same accuracy.""",1
"b'Appearance-based object recognition systems rely on training from\nimagery, which allows the recognition of objects without requiring a 3d\ngeometric model.  It has been little explored whether such systems can be\ntrained from imagery that is unlabeled, and whether they can be trained\nfrom imagery that is not trivially segmentable.  In this paper we present\na method for minimally supervised training of a previously developed\nrecognition system from unlabeled and unsegmented imagery.  We show that\nthe system can successfully extend an object representation extracted\nfrom one black background image to contain object features extracted\nfrom unlabeled cluttered images and can use the extended representation\nto improve recognition performance on a test set.'",1
"b'We propose a means of extending Conditional Random Field modeling\nto decision-theoretic planning where valuation is dependent upon\nfully observable factors. Representation is discussed, and a\ncomparison with existing decision problem methodologies is presented.\nIncluded are exact and inexact message passing schemes for policy\nmaking, examples of decision making in practice, extensions to\nsolving general decision problems, and suggestions for future use.'",1
"b'The data layout of a program is critical to performance because it\ndetermines the spatial locality of the data access.  Most\nquantitative notions of spatial locality are based on the overall\nmiss rate and leave three questions not fully answered: how much can\nthe locality of a given data layout be improved, can a data layout\nbe improved if the miss rate cannot be lowered, and can the overall\nspatial locality be decomposed into smaller components?  This paper\ndescribes a new definition of spatial locality that addresses these\nquestions. The model is based on off-line profiling of a sequential\nexecution. It has been used to analyze the spatial locality of 14\nSPEC2000 benchmarks.'",2
"b'We propose and implement a novel method for visual space\ntrajectory planning, and adaptive high degree-of-freedom (DOF) visual\nfeedback control. The method requires no prior information either about the\nkinematics of the manipulator, or the placement or calibration of the\ncameras, and imposes no limitations on the number of degrees of freedom\ncontrolled or the number of kind of visual features utilized.\nThe approach provides not only a means of low-level servoing\nbut a means to integrate it with higher level visual space trajectory\nand task planning. We are thus able to specify and perform complex tasks\ncomposed of several primitive behaviors, using both visual servoing\nand open loop control, where the number of sensed and controlled signals\nvaries during the task. We report experimental results demonstrating\na factor of 5 improvement in the repeatability of manipulations\nusing a PUMA arm when comparing visual closed-loop to traditional\njoint level servoing. We also present experiment statistics showing\nthe advantages of adaptive over non-adaptive control systems, and of\nusing redundant visual information when performing manipulation tasks.\nFinally, we demonstrate usefulness of the approach by using it to specify\nand execute complex tasks involving real-world robot manipulation of rigid\nand non-rigid objects in up to 12 degrees of freedom. The manipulation\nis performed in the context of a semi-autonomous robot manipulation system.'",1
"b""Rhetorical (Rhet) is a programming / knowledge representation system\nthat offers a set of tools for building automated reasoning systems.\nIts emphasis is on flexibility of representation, allowing the user to\ndecide if the system will basically operate as a theorem prover, a\nframe-like system, or an associative network. Rhet may be used as the\nback-end to a user's programming system and handle the knowledge represen-\ntation chores, or it may be used as a full-blown programming language.\n\nRhet offers two major modes of inference: a horn clause theorem prover\n(backwards chaining mechanism) and a forward chaining mechanism. Both\nmodes use a common representation of facts, namely horn clauses with\nuniversally quantified, potentially type restricted, variables, and use\nthe unification algorithm. Additionally, they both share the following\nadditional specialized reasoning capabilities: (1) variables may be typed\nwith a fairly general type theory that allows a limited calculus of types\nincluding intersection and subtraction; (2) full reasoning about equality\nbetween ground terms; (3) reasoning within a context space, with access\nto axioms and terms in parent contexts; (4) escapes into Lisp for use as\nnecessary.""",0
"b""RPRS is a hierarchical plan recognition system built within the\nRHET knowledge representation system. It provides a powerful system for\nplan recognition based on the algorithms of Kautz, with the general\nreasoning capabilities of RHET. RPRS takes special advantage of Rhet's\ntype relations, constraints, equality, and contextual reasoning abilities.\n\nRPRS is also intended as a demonstration of the Rhet programming\nand knowledge representation system's hybrid reasoning capabilities.\nUtilizing the lisp interface to Rhet, RPRS allows the user to use\nthe Rhet structured type system to build plan types, and given some\nobservation or set of observations have Rhet derive the set of plans\nthat are consistent with these observations. Since RPRS includes the\nTEMPOS specialized reasoner for Rhet, steps and observations can have\nreference to time-intervals, and/or be temporally constrained with\nrespect to one another.""",0
"b'We present a representation of events and action based on interval\ntemporal logic that is significantly more expressive and more\nnatural than most previous AI approaches. The representation is\nmotivated by work in natural language semantics and discourse,\ntemporal logic, and AI planning and plan recognition. The formal\nbasis of the representation is presented in detail, from the\naxiomatization of time periods to the relationship between actions\nand events and their effects. The power of the representation is\nillustrated by applying it to the axiomatization and solution of\nseveral standard problems from the AI literature on action and\nchange.  An approach to the frame problem based on explanation\nclosure is shown to be both powerful and natural when combined with\nour representational framework. We also discuss features of the\nlogic that are beyond the scope of many traditional representations,\nand describe our approach to difficult problems such as external\nevents and simultaneous actions.'",0
"b""After abandoning an attempt to build our own gasoline-powered\nautomated outdoor vehicle in 1995, we purchased two M68332-controlled\nwheelchairs for indoor and outdoor mobile robotics research.\nMuch of the first year has been spent on various infrastructure projects,\nseveral of which are described here. At this writing we are beginning\nto be in a position to do nontrivial applications and research\nusing these platforms. This compendium of facts and experiences is meant\nto be useful in getting to know the organization and capabilities\nof our mobile robots. We first cover the basic hardware and the\nserial protocol used to communicate between the main computing engine\nand the microcontroller responsible for sensor management, motor control,\nand low-level sensori-motor control loops. We describe the interface\nto the video digitizer, a low-level obstacle avoidance routine, and\na general software organization for a control architecture based on\nvideo streams. Dynamic nonholonomic models and a virtual environment\nfor debugging and experimenting with them are described next, followed up\nby a visual servoing application that uses ``engineered vision'' and\nspecial assumptions.""",1
"b""Rabi and Sherman [RS97,RS93] proved that the hardness of factoring\nis a sufficient condition for there to exist one-way functions (i.e.,\np-time computable, honest, p-time noninvertible functions; this paper is in\nthe worst-case model, not the average-case model) that are total,\ncommutative, and associative but not strongly noninvertible.  In this paper we\nimprove the sufficient condition to ``P does not equal NP.''\n\nMore generally, in this paper we completely characterize which types\nof one-way functions stand or fall together with (plain) one-way\nfunctions---equivalently, stand or fall together with P not equaling\nNP. We look at the four attributes used in Rabi and Sherman's seminal work\non algebraic properties of one-way functions (see [RS97,RS93]) and\nsubsequent papers---strongness (of noninvertibility), totality, commutativity,\nand associativity---and for each attribute, we allow it to be required to\nhold, required to fail, or ``don't care.'' In this categorization\nthere are 3^4 = 81 potential types of one-way functions.  We prove that each\nof these 81 feature-laden types stand or fall together with the existence\nof (plain) one-way functions.""",3
"b'Given a function based on the computation of an NP machine, can one in\ngeneral eliminate some solutions?  That is, can one in general\ndecrease the ambiguity?  This simple question remains, even after\nextensive study by many researchers over many years, mostly\nunanswered.  However, complexity-theoretic consequences and enabling\nconditions are known.  In this tutorial-style article we look at some\nof those, focusing on the most natural framings: reducing the number\nof solutions of NP functions, refining the solutions of NP functions,\nand subtracting from or otherwise shrinking #P functions.  We will see\nhow small advice strings are important here, but we also will see how\nincreasing advice size to achieve robustness is central to the proof\nof a key ambiguity-reduction result for NP functions.'",3
"b""We combine scene-space based methods with Bayesian modeling for\nrecovering the geometric (3d shape, appearance) and dynamic (motion,\ndeformation) properties of real-world scenes from noisy images.\nBayesian modeling in scene space helps establish a direct mathematical\nrelationship between the uncertainty in estimating scene properties\n(e.g., 3d shape and motion) and the uncertainty due to noise and errors\nin image measurements. This leads to algorithms that optimally recover\n3d scene properties directly from image intensities. We apply this\napproach to two specific problems.\n\nThe first problem we study is inferring 3d shape from a set of noisy images.\nWe derive a general probabilistic theory of occupancy and emptiness to\nspecify what one can infer about 3d shape for arbitrarily-shaped,\nLambertain scenes and arbitary viewpoint configurations. By modeling\nthe problem in scene space, we formalize the notions of visibility,\noccupancy, emptiness, and photo-consistency, leading to the Photo Hull\nDistribution, the tightest probabilistic bound on the scene's true shape\nthat is theoretically computable from the input images. We show how to\nexpress this distribution directly in terms of image measurements and\nrepresent it compactly by assigning an occupancy probability at every 3d\npoint.  We provide a stochastic algorithm that draws fair samples from\nthe Photo Hull Distribution and converges to an optiaml conservative\nestimate of the occupancy probability.  We present experimental\nresults for real, complex scenes.\n\nThe second problem we study is recovering nonrigid motion of deformable\nsurfaces from noisy video.  We develop linear methods for model-based\ntracking of nonrigid 3d objects in video. Uncertainty in image\nmeasurements is quantified and propagated through the inverse model\nto yield optimal 3d pose and deformation estimates directly from 2d\nimage intensities.  We obtain accurate and optimal closed-form\nnonrigid motion estimators by minimizing information loss from\nnon-reversible operations.  We demonstrate results with 3d nonrigid\ntracking, model refinement, and super-resolution texture lifting from\nlow-quality, low-resolution video.""",1
"b'We note that for each k \\in {0,1,2, ...} the following holds: NE\nhas (nonuniform) ACC^k circuits if and only if NE has P^{NE}-uniform\nACC^k circuits.  And we mention how to get analogous results for\nother circuit and complexity classes'",3
"b'In this paper we consider the problem of computing the 3D shape\nof an unknown, arbitrarily-shaped scene from multiple color photographs\ntaken at known but arbitrarily-distributed viewpoints. By studying the\nequivalence class of all 3D shapes that reproduce the input photographs,\nwe prove the existence of a special member of this class, the maximal\nphoto-consistent shape, that (1) can be computed from an arbitrary volume\nthat contains the scene, and (2) subsumes all other members of this class.\nWe then give a provably-correct algorithm, called Space Carving, for\ncomputing this shape and present experimental results from applying it to\nthe reconstruction of geometrically-complex scenes from several photographs.\nThe approach is specifically designed to (1) build 3D shapes that allow\nfaithful reproduction of all input photographs, (2) resolve the complex\ninteractions between occlusion, parallax, shading, and their effects on\narbitrary collections of photographs of a scene, and (3) follow a\n""least commitment"" approach to 3D shape recovery.'",1
"b'We show that by inferring parameter domains of planning operators,\ngiven the definitions of the operators and the initial and goal conditions,\nwe can often speed up the planning process by an order of magnitude or more.\nWe infer parameter domains by a polynomial-time algorithm that uses\nforward propagation of sets of constants occurring in the initial conditions\nand in operator postconditions. During planning, parameter domains can be\nused to prune operator instances whose parameter domains are inconsistent\nwith binding constraints, and to eliminate spurious ""clobbering threats""\nthat cannot, in fact, be realized without violating domain constraints.\nWe illustrate these applications with examples from the UCPOP test suite\nand from the Rochester TRAINS transportation planning domain.'",0
"b'Recent neurophysiological experiments appear to indicate that the\nresponses of visual cortical neurons in a monkey freely viewing a\nnatural scene can sometimes differ substantially from those obtained when\nthe same image subregions are flashed during a conventional fixation task.\nThese new findings attain significance from the fact that\nneurophysiological research in the past has been based predominantly\non cell recordings obtained during fixation tasks, under the\nassumption that these data would be useful in predicting responses\nin more general situations. We describe a hierarchical model of\nvisual memory that reconciles the two differing experimental results\nmentioned above by predicting neural responses in both\nfixating and free-viewing conditions.\nThe model dynamically combines input-driven bottom-up\nsignals with expectation-driven top-down signals to achieve optimal\nestimation of current state using a Kalman filter based framework.\nThe architecture of the model posits a role for the reciprocal\nconnections between adjoining visual cortical areas\nin determining neural response properties.'",1
"b'The use of multi-core, multi-processor machines is opening new\nopportunities for software speculation, where program code is\nspeculatively executed to improve performance at the additional cost\nof monitoring and error recovery. In this paper we describe\na new system that uses software speculation to support unsafely\noptimized code. We open a fast, unsafe track of execution but\nrun the correct code on other processors to ensure correctness.\nWe have developed an analytical model to measure the effect of\nmajor parameters including the speed of the fast track, its\nsuccess rate, and its overheads. We have implemented a prototype\nand verified the correctness and performance using a\nsynthetic benchmark on a 4-CPU machine.'",2
"b""This dissertation describes the formal foundations and implementation\nof a commonsense, mixed-initiative plan reasoning system. By ``plan\nreasoning'' I mean the complete range of cognitive tasks that people\nperform with plans including, for example, plan construction\n(planning), plan recognition, plan evaluation and comparison, and plan\nrepair (replanning), among other things.  ``Mixed-initiative'' means\nthat several participants can each make contributions to the plan\nunder development through some form of communication.  ``Commonsense''\nmeans that the system represents plans and their constituents at a\nlevel that is ``natural'' to us in the sense that they can be\ndescribed and discussed in language. In addition, the reasoning that\nthe system performs includes those conclusions that we would take to\nbe sanctioned by common sense, including especially those conclusions\nthat are defeasible given additional knowledge or time spent reasoning.\n\nThe main theses of this dissertation are the following:\n(1) Any representation of plans sufficient for commonsense plan\n  reasoning must be based on an expressive and natural representation\n  of such underlying phenomena as time, properties, events, and\n  actions.\n(2) For mixed-initiative planning, plans should be viewed as\n  arguments that a certain course of action under certain conditions\n  will achieve certain goals.\nThese theses are defended by presenting, first, a representation of\nevents and actions based on interval temporal logic and, second, a\nrepresentation of plans as arguments in a formal system of defeasible\nreasoning that explicitly constructs arguments.  These two aspects of\ncommonsense plan reasoning are combined and implemented in the TRAINS\ndomain plan reasoner, which is also described in detail.\n\nThe emphasis in this dissertation is on breadth, taking as its data\nhuman communicative and plan reasoning abilities and developing\nformalisms that characterize these abilities and systems that\napproximate them.  I therefore draw on literature from a broad range\nof disciplines in the development of these ideas, including:\nphilosophy of language, linguistics and AI work on knowledge\nrepresentation for the representation of events and actions,\nphilosophical logic and AI work on nonmonotonic reasoning for\nrepresenting defeasible knowledge and reasoning about it, and, of\ncourse, AI work on planning and plan recognition itself.""",0
"b'This paper studies the notions of autoreducibility and\nlength-decreasing self-reducibility of\nfunctions and languages. Recently Glasser et al. have shown\nthat for many classes C,\nincluding PSPACE and NP, it holds that all nontrivial\ncomplete languages are polynomial-time\nmany-one autoreducible. In contrast, this paper shows that\nfor many classes C such that P is a\nsubset of C (e.g., PSPACE and NP) some complete languages\nin C are not polynomial-time\nlength-decreasing self-reducible unless C is a subset of P\nand for classes C such that  L is a\nsubset of C and C is a subset of P (e.g., P and NL)\nsome complete languages in C are not\nlogarithmic-space length-decreasing self-reducible\nunless C is a subset of L.\n\nThis paper also shows that contrast between autoreducibility\nand length-decreasing self-reducibility\nfor the case of functions. In particular, the paper shows that\nmany function complexity classes FC\n(including well-studied #P, SpanP, and GapP and not-so-well-studied\nbut highly natural #PE and\nTotP) have the property that all complete functions in FC\nare polynomial-time Turing-autoreducible.\nFor #P and TotP, the autoreductions can be made to be\npolynomial-time one-Turing (one query per input).\n\nThese results show that, under reasonable assumptions, the notions of\nlength-decreasing self-reducibility\nand autoreducibility differ both on complete languages and on\ncomplete functions. In a similar vein,\nthis paper shows that under reasonable assumptions autoreducibility\nand random-self-reducibility differ with respect to functions.'",3
"b""The centering framework explains local discourse coherence\nby relating a speaker's focus of attention and the forms of referring\nexpressions.  Although this framework has proven useful in single-speaker\ndiscourse, its utility for multi-party discourse has not been shown.\nIt is unclear how to adapt it to handle discourse phenomena such as\nturn-taking, acknowledgments, first and second person pronouns, and\ndisfluencies. This paper reports our experiments applying three naive\nmodels of centering theory for dialog. These results will be used as a\nbaseline for future, more sophisticated models.""",0
"b'We propose a wide-ranging knowledge representation formalism\ndesigned expressly to support many different forms of reasoning about plans.\nWe begin with an event-based language based on the interval\ntemporal logic. The language supports reasoning about action attempts\nand composite actions, both of which are given axiomatic definitions.\nWe then define a representation for plans viewed as arguments\nthat a certain course of action under certain explicit conditions\nwill achieve certain goals. We can represent both correct\nand incorrect plans, and reason about why they might or might not fail.\nAn important aspect of this work is the formal characterization of plan\nreasoning as assumption-based reasoning, to make the non-deductive aspects\nof plan reasoning explicit. A preliminary implementation of these ideas\nhas already been built as the plan reasoning component of the TRAINS system.'",0
"b'We study the dynamics of visual cue integration in a\ntracking / identification task, where subjects track a target object\namong distractors and identify the target after an occlusion.\nObjects are defined by three different attributes (color, shape, size)\nwhich change randomly within a singe trial. When the attributes differ\nin their reliability (two change frequently, one is stable) our results\nshow that subjects rapidly re-weight the different cues, putting more\nemphasis on the stable cue. The re-weighting takes place in less than one\nsecond. Our results suggest that cue integration can exhibit adaptive\nphenomena on a very fast time scale.  We propose a probabilistic model\nwith temporal dynamics that accounts for the observed effect.'",1
"b'In 1992, Bartholdi, Tovey, and Trick\n opened the study of control attacks on elections---attempts to\n improve the election outcome by such actions as adding/deleting\n candidates or voters.  That work has led to many results on how\n algorithms can be used to find attacks on elections and how\n complexity-theoretic hardness results can be used as shields against\n attacks. However, all the work in this line has assumed that the\n attacker employs just a single type of attack.  In this paper, we\n model and study the case in which the attacker launches a\n multipronged (i.e., multimode) attack.  We do so to more\n realistically capture the richness of real-life settings. For\n example, an attacker might simultaneously try to suppress some\n voters, attract new voters into the election, and introduce a\n spoiler candidate. Our model provides a unified framework for such\n varied attacks, and by constructing polynomial-time multiprong\n attack algorithms we prove that for various election systems even\n such concerted, flexible attacks can be perfectly planned in\n deterministic polynomial time.'",3
"b'Virtual reality (VR) provides immersive and\ncontrollable experimental environments. It expands the\nbounds of possible evoked potential (EP) experiments by providing\ncomplex, dynamic environments in order to study cognition without\nsacrificing environmental control. The addition of quick, on-line\nanalysis enables feedback to subjects, making the system we present\nideal for safe Brain Computer Interface (BCI) research. In this\ncontext, we describe an experiment to recognize the\nexistence of P300 EP epochs at red stoplights and the absence\nof this signal at yellow stoplights in a virtual driving\nenvironment. In order to determine the plausibility of single trial\non-line P300 epoch analysis in the artifact ridden driving\nenvironment, we have compared the use of\nIndependent Component Analysis (ICA), a Kalman filter, a robust\nKalman filter, and correlation with the stoplight averages for \nrecognition ability off-line. We report that while all methods perform\nbetter than correlation, the robust Kalman filter gives the highest\nrecognition accuracy, and we discuss future work in this context.'",1
"b'Given a p-order A over a universe of strings (i.e., a transitive,\nreflexive, antisymmetric relation such that if (x, y) is an element of\nA then |x| is polynomially bounded by |y|), an interval size function\nof A returns, for each string x in the universe, the number of strings\nin the interval between strings b(x) and t(x) (with respect to A),\nwhere b(x) and t(x) are functions that are polynomial-time computable\nin the length of x.\n\nBy choosing sets of interval size functions based on feasibility\nrequirements for their underlying p-orders, we obtain new\ncharacterizations of complexity classes. We prove that the set of all\ninterval size functions whose underlying p-orders are polynomial-time\ndecidable is exactly #P.  We show that the interval size functions for\norders with polynomial-time adjacency checks are closely related to\nthe class FPSPACE(poly).  Indeed, FPSPACE(poly) is exactly the class\nof all nonnegative functions that are an interval size function minus\na polynomial-time computable function.\n\nWe study two important functions in relation to interval size\nfunctions.  The function #DIV maps each natural number n to the number\nof nontrivial divisors of n.  We show that #DIV is an interval size\nfunction of a polynomial-time decidable partial p-order with\npolynomial-time adjacency checks.  The function #MONSAT maps each\nmonotone boolean formula F to the number of satisfying assignments of\nF. We show that #MONSAT is an interval size function of a\npolynomial-time decidable total p-order with polynomial-time adjacency\nchecks.\n\nFinally, we explore the related notion of cluster computation.'",3
"b'Human beings have the innate ability to educe meaning from a mass\nof data by discovering and exploiting regularities in it.  Patterns in\nthe world seem to ""jump out"" at us; they seem obvious.  In this paper,\nwe present a system to discover laws in richly structured worlds that is\ninspired by this form of human reasoning. Much previous work in rule\ndiscovery has worked with impoverished domains describable as a list of\n(object, value) pairs. Such representations admit of relatively\nefficient algorithms, but are too poor to describe interesting features\nof the real world and of many logical systems.\n\nWe survey more recent work in the field of relational data mining that\nseeks to extend these algorithms to richer domains. Previous approaches\nto this problem have worked by searching the space of syntactically\ncorrect rule-statements for those that satisfy certain criteria. Their\nsearch is guided by linguistic and declarative bias; they hypothesize\nthe possible rules in some order and then test each one.\n\nWe argue that the space of possible rules is too large to be searched\neffectively in this manner.  We propose an alternative, data-driven\nsearch paradigm, in which the search is guided not by relationships\nbetween the forms of the hypothesized rules, but by correlations in\nthe data they represent.  We argue that such pattern-driven search enables\nthe detection of richer and more powerful hypotheses, including those\ninvolving equality and nested quantification.\n\nWe present a prototype system that incorporates our ideas, and the\nresults obtained when it is applied to the problem of detecting\ninvariants in arbitrary planning worlds. Finally, we discuss ways of\nextending the approach to more realistic domains, and of extending the\ndiscovery process by enabling it to create new concepts as necessary\nto better describe the data.'",0
"b""In this paper we present a kinematic method for 6-degree-of-freedom\nmanipulation of rigid objects using a dextrous robotic hand. Our method\nrequires no prior models of the objects being manipulated; instead\nit obtains all the information needed directly from the hand's sensors.\nIts low computational cost makes real-time performance easy to achieve.\n\nWe present experimental results showing the implementation of our method\nusing the Utah/MIT dextrous hand. We also show that adding a Cartesian\ncontroller significantly improves the accuracy of the manipulation.""",1
"b""When we work with information from multiple sources, the formats of\nthe knowledge bases may not be uniform.  It would be desirable to be\nable to combine a knowledge base of default rules with one containing\nautoepistemic formulas.  Previous works on relating default logic and\nautoepistemic logic mostly impose some constraints on autoepistemic\nlogic, and thus are not suitable for combining the two logics.  We first\npresent a fixed point formulation of autoepistemic logic analogous to\nthat of default logic.  Then we introduce a possible world framework\nwith a partition structure, which corresponds to our intuitive notion\nof accessibility as linking alternate ``possible'' worlds.  We show that\nboth default logic and autoepistemic logic can be characterized using\nthis framework, and the constraints imposed on the possible world\nstructures correspond to the requirements in the fixed point formulations.\nCasting both default logic and autoepistemic logic in a common framework\nis important for developing a semantics applicable to the two logics,\nboth separately and combined.""",0
"b""Natural language generation is a knowledge-intensive, goal-directed\nprocess involving many interacting choices. Some questions that a\ngeneration system must answer include: (1) What information needs to be\nincluded in the output to satisfy the speaker's or writer's communicative\ngoals? (2) How should a discourse contribution be structured to ensure\nits coherence? (3) Which modalities should be used to maximize the\ninformation exchange? (4) How can output be tailored to specific users?\nIn this paper, we examine some aspects of natural language generation that\nconstrain the planning process, including theories of discourse structure,\nmodels of discourse context and of users, and multimodal generation.""",0
"b'This document describes a new pattern matching engine used as\npart of the discourse reasoning components in the TRAINS-96 system.\nIts dominant characteristics are simplicity, efficiency, and\nan economical model for driving the search engine.'",0
"b""Limiting the amount of memory available to a program can hamstring its\nperformance, however in a garbage collected environment allowing too\nlarge of a heap size can also be detrimental. Because garbage collection\nwill occasionally access the entire heap, having a significant amount of\nvirtual memory becomes expensive. Determining the appropriate size for\na program's heap is not only important, but difficult in light of\nvarious virtual machines, operating systems, and levels of\nmulti-programming with which the program may be run.\n\nWe present a model for program memory usage with which we can show\nhow effective  multi-programming is likely to be.\nIn addition, we present an automated system for adding control\nat the program level that allows runtime adaptation of a program's\nheap size. The process is fully automatic and requires no\nextra coding on the part of programmers. \nWe discuss two adaptive schemes: The first acts independently,\nand while performing competitively, the system behaves politely in a\nmulti-programmed environment. The second scheme explicitly\ncooperates when multiple instances are running. Both schemes are\nevaluated in terms of their response time, throughput, and fairness.""",2
"b""We study the robustness---the invariance under definition changes---of\nthe cluster class CL#P [HHKW05].  This class contains each #P function\nthat is computed by a balanced Turing machine whose accepting paths\nalways form a cluster with respect to some length-respecting total\norder with efficient adjacency checks.  The definition of CL#P is\nheavily influenced by the defining paper's focus on (global) orders.\nIn contrast, we define a cluster class, CLU#P, to capture what seems\nto us a more natural model of cluster computing.  We prove that the\nnaturalness is costless: CL#P = CLU#P.  Then we exploit the more\nnatural, flexible features of CLU#P to prove new robustness results\nfor CL#P and to expand what is known about the closure properties of\nCL#P.\n\nThe complexity of recognizing edges---of an ordered collection of\ncomputation paths or of a cluster of accepting computation paths---is\ncentral to this study.  Most particularly, our proofs exploit the\npower of unique discovery of edges---the ability of nondeterministic\nfunctions to, in certain settings, discover on exactly one (in some\ncases, on at most one) computation path a critical piece of\ninformation regarding edges of orderings or clusters.""",3
"b""This tutorial is dedicated to our long-suffering 442 students,\nand to the excellent authors from whom I shamelessly cribbed this work.\nIt is a pure cut-and-paste job from my favorite sources on this material.\nThis is not my own work---think of me as an editor working without his\nauthors' permissions.  Readers should know that original authors are\nusually easier to understand than rehashed versions.  If this presentation\nhelps you, good.  If not it at least helped me sort a few things out.\n\nI assume knowledge of all necessary linear systems theory,\ndifferential equations, statistics, control theory, etc.\nWe start with the ideas of filtering, smoothing, prediction, and state\nestimation.  Wiener filtering and its associated intellectual\nframework follows, with a brief foray into ARMA filtering.  The idea\nof recursive estimation is introduced to give some motivation for the\nslog ahead, and then we start with basic concepts in maximum\nlikelihood, maximum a posteriori, and least-squares estimation.  The\nstrategy is to work toward the Kalman filtering equations by showing\nhow they are simply related to general least-squares estimation.\nAfter Kalman filtering, some simpler versions of recursive filters are\npresented.  There are appendices on the orthogonality principle, the\nmatrix inversion lemma, singular value decomposition, partial C\nand LISP code, and a worked example.""",1
"b'It seems to be a common feeling that animals learn to see, and this\nfeeling, together with the re-emergence of computer learning paradigms\nthat mimic many forms of human learning, has raised hopes that learning\nis the key to the computer vision problem. Indeed, it seems clear that\nNature does not ""program"" all our visual capabilities into the genome,\nand we certainly know that programming a computer with a closed-form\nsolution to the vision problem is a daunting task.\n\nThe aim of this informal and elementary report (basically a term paper)\nis to cast doubt on the idea that biological systems learn to see.\nThe complex process of development, beginning at fertilization and\nending with a mature individual, could be considered to have genetic\n(""nature"") and learning (""nurture"") processes as logical endpoints or\nopposite poles. This report mostly considers what goes on between those\nendpoints, and is meant to raise the possibility that some of the least\nunderstood processes in biology are responsible for visual capabilities.'",0
"b'There has been much research in recent decades aimed at discovering\nwhat the underlying principles are, if any, that drive the brain.\nAs the cortex appears to be basically uniform, it seems that if there is\nan underlying principle, it is ubiquitous.\nHowever, the principles which have been proposed to explain the brain\nhave largely been specialized principles, which each explain\na particular aspect of the brain.\n\nPrinciples such as efficient coding, predictive coding, and temporal\ninvariance have been proposed to explain sensory coding, and have\nsucceeded to some measure in reproducing the receptive field properties\nof neurons in the visual cortex. Bayesian surprise has been offered\nas an explanation of attention, and has enjoyed some success in modeling\nhuman saccades, while reinforcement learning and intelligent adaptive\ncuriosity have been aimed at explaining how actions are chosen.\n\nIn this dissertation we propose a novel principle which we call\npredictive action. It is an information theoretic principle which\nunifies all of the above proposals. We show its relationship to\neach of the above proposals, and give several algorithms which\napproximate predictive action for specific environments. We hope that\nthis principle will allow not only for a greater understanding of\nthe brain, but also serve as a principled basis for the design of future\nalgorithms to solve a broad range of problems in artificial intelligence.'",1
"b'Coarse-grained task parallelism exists in sequential code and can\nbe leveraged to boost the use of chip multi-processors.  However, large\ntasks may execute thousands of lines of code and are often too complex\nto analyze and manage statically.  This report describes a programming\nsystem called \\emph{suggestible parallelization}.  It consists of a\nprogramming interface and a support system.  The interface is a small\nlanguage with three primitives for marking possibly parallel tasks and\ntheir possible dependences.  The support system is implemented in\nsoftware and ensures correct parallel execution through speculative\nparallelization, speculative communication and speculative memory\nallocation.  It manages parallelism dynamically to tolerate unevenness\nin task size, inter-task delay and hardware speed.\nWhen evaluated using four full-size benchmark applications,\nsuggestible parallelization obtains up to a 6 times speedup over 10\nprocessors for sequential legacy applications up to 35 thousand lines\nin size.  The overhead of software speculation is not excessively high\ncompared to unprotected parallel execution.'",2
