data,target 
b'microbial consortia and disturbance in sediment habitats',1
b'synaspe elimination in reinnervated frog muscle',9
b'physical interpretation of hysteresis measurements through numerical simulation',3
b'recharge enhancement through indurated calcic horizons?',5
b'axon guidance in the drosophila visual system',9
b'measurement of software reusability in the object oriented paradigm',13
b'a history of health and nutrition in the western hemisphere',2
b'resource allocation in cellular communication systems',8
b'the movement and geographic origin of marine larvae  a molecular and genetic approach',10
b'modeling physical-biogeochemical interactions in the black sea pelagic ecosystem',10
b'comparison of regional flood frequency responses to climatic variability in the western united states',5
b'estimation and testing in non-regular likelihood problems via adapting spacing method and empirical process techniques',14
b'computer studies of quantum gravity',4
b'marine biotech fellowship  dietary regulation of gene expression during opportunistic growth in a polychaete',10
b'interactions between above ground and below ground competition in old field vegetation',1
b'scalable performance models for large scale networks with correlated traffic',8
"b'race, class, and human ecological factors in the spatial distribution of manufacturing emissions'",12
b'community-level selection  laboratory experiments and computer simulations',1
"b'seismologic and geodetric investigation of the m=8.2 irian jaya, indonesia earthquake of february 17, 1996'",3
b'negative energy in general relativity and quantum field theory',4
b'political science  the political economy of subnational industrial promotion in india and mexico',11
"b'predation by fishes on species of mnemiopsis in the coastal waters of the americas, and its potential utility asa means of population control in the'",10
b'biological rate processes in the subsurface chlorophyllmaximum  a chemotaxonomic analysis',10
b'control of neuronal growth in living xenopus embryos  an in vivo confocal microscopic study',9
b'algorithms for some network design problems',15
b'mathematical sciences  bayesian inference and computing',14
"b'globec 2000  feeding, growth, condition, and energetics of juvenile pink salmon in the gulf of alaska'",10
b'a new approach to testing in the generalized method of moments framework',2
b'measuring competitive behavior in export markets',2
"b'nber summer institute 1995-1997, cambridge,ma; 1995, 1996 and 1997'",2
b'economic geography and international trade',2
b'coupling chemical transformation kinetics and subsurface transport',5
b'experiments to investigate the demagnetization response of small single particles',3
b'top-down and bottom-up effects on herbivores  nutrient availabilty and the trophic interactions of insects on oak',1
b'on evolutionary stability in repeated games',2
"b'parallel and distributed algorithms for caching, scheduling, and sorting problems'",15
b'regulation of rangeland grasshopper populations and communities  differing dominant mechanisms over time and space',1
"b'economic analysis of data from laboratory experiments  endogeniety, attrition, subject heterogeniety, and interdependencies'",2
b'algorithms based on partial obstruction sets',15
"b""feasibility of mapping the earth's interior by neutrino absorption  a csedi initiative in geo-astrophysics""",3
b'dynamic modeling of faulting during continental rifting',3
"b'establishment change in gender and race/ethnic segregation and access to managerial and craft occupations, 1966-1999'",12
b'application of a cooled ccd imaging system to the study of microorganisms and non-living particles in the picoplankton size range',10
b'order and disorder in spatially distributed systems',6
b'structure and dynamics of social networks and other networked systems',6
"b'an experimental exploration of information processing focusing on attitude accessibility, cross-activation, and informational context'",11
b'mathematical sciences  instabilities and pattern formation in flames',6
b'control of multi-media traffic in high speed networks',8
b'mycorrhizal root compeiition for nutrients in infertile forests soils',1
b'mobility resource management for multimedia mobile computing',8
b'environmental weakening of geologic materials',3
b'problems in several complex variables',6
b'understanding the proliferation and operation of stock markets in a global economy - phase three (iceland)',12
b'substantive and methodological innovations for the study of temporal dynamics in international conflict',11
b'mathematical sciences  topics in applied mathematics',6
b'designing wireless information services',0
b'investigation of earthquake sources and fracture origin of crustal seismic coda using seismograms recorded at depth in the cajon pass drillhole',3
"b'u.s. globec  an experimental evaluation of biological and physical modulators of foraging success in early cod larvae on georges bank prey motility, light depth'",10
b'support for conferences in political methodology',11
b'candidate genes controlling cortical neuroplasticity',9
b'programmed neuronal death  genetic and hormonal control',9
b'mathematical sciences  studies in theoretical statistics',14
b'structural empirical  on temporal and geographic variations in economic activity',2
b'theoretical investigation of core materials from first principles  liquid and solid phases and melting of iron',3
b'investigations of the geodynamo',3
b'studies of three dimensional convection with surface plates',3
b'managing hierarchically organized data in modern databases',0
b'gordon conference on theoretical biology and biomathematics',6
b'the extent of the market',2
b'competition & biodiversity in heterogeneous landscapes  model simplification through moment equations',6
b'a smart programming environment for java',13
b'analysis of interactions among organisms',1
b'el nino rains as a germination cue for desert annuals',1
b'cubature formulae and orthogonal polynomials of several variables',6
b'csedi   3d variations in temperature and water content from seismic and mineral physics data',3
"b'models of strategic thinking  a theoretical, experimental, and statistical study'",2
"b'continuation of a gps-based study of slip along the rivera subduction interface following the october 9, 1995 mw=8.0 jalisco'",3
b'revising knowledge  a hierarchical approach',2
"b'accomplishment based renewal of  autoregressive conditional duration, arch, common features, and cointegration'",2
b'the impact of black participation in urban politics',11
b'dynamic ruptures in fault zones with material contrasts and geometrical and rheological heterogeneities',3
b'csedi   testing critical hypotheses about upper mantle structure & composition using seismological & mineralogical data',3
b'how young adults are constructing work careers in the contemporary context',12
b'symbolic representation based partial order methods',13
b'crb  direct and indirect effects of key alien species in two hawaiian forest communities',1
b'the effect of internet car shopping on prices and discrimination',2
b'spatial query procesing  a sorting approach',0
b'intertidal marsh hydrology and geomorphology',5
b'intrinsic equations of motion for interfaces in models of solidification',6
"b""travel support for acm sigcomm '98 conference""",8
b'measuring quality growth and studying stockout behavior using micro cpi data',2
b'racial reproduction  the relationship between immigrant racial knowledge and immigrant racial identity',12
"b'electoral systems, party strategies and bargaining complexity'",11
b'isi 2003 travel grant',14
"b""support for mct'03, an international conference on mathematical control theory at lsu""",6
b'effects of water and deformation history on the development of lattice preferred orientation in olivine-rich rocks',3
"b""the markets for children's services""",12
"b'academic decisions, group dynamics  the effects of family life on the educational experiences of chinese american women'",12
b'paleoecological analysis of oceanic n2 fixing cyanobacteria using a molecular biological approach',10
b'a laboratory study of price formation and learning in auction markets',2
b'cnpq  imimd-indexing and data mining in multimedia databases',0
b'development of anisotropy in deformed and recrystallized rocks',3
b'is variable retention of larvae nearshore a general cause of variable recruitment',10
b'learning to cooperate in repeated games',2
b'statistical modeling and predictability of nonlinear dispersive waves',6
b'gps crustal deformation monitoring in china',3
b'the comparative study of electoral systems',11
"b'on sieve approximations to non and semiparametric models, hidden markov models and comparison of phylogenetic tree biologies'",14
b'planning a cross-cultural study of military base closings  the u.s. and russia',12
b'components of larval transport  larval behavior and variability in physical transport',10
"b'effects of heterogeneous landscapes on habitat selection, dispersal, and population of dynamics of tropical small mammals'",1
"b'anti-predator defenses of marine hydroids  alternative strategies, biogeographic patterns and ecological implications'",10
b'mathematical sciences  bayesian analysis of two- and higher-way models',14
b'reu  chemical and structural defenses of caribbean gorgonians  pattern and process over depth clines',10
b'u.s.globec  cross-functional processes and zooplankton recruitment variability on georges bank - diet of calanus finmarchicus copepods and nauplii',10
b'nitrogen limitation and ultraviolet stress in marine macroalgae',10
b'competition and niches in occupational labor markets  an ecological theory of occupational labor supply',12
b'new directions in mixture models and their applications',14
b'crb  breeding behavior and reproductive seasonality of nicaraguan cichlids  an endangered fauna',1
b'global seismic tomography and implications for the composition and evolution of earth',3
"b""csedi  experimental constraints on dynamic processes in earth's core""",3
b'the ecological consequences of parasitoid attraction to damage-induced volatile compounds',1
b'data mining techniques for geospatial applications',0
b'for poltiical science  shaping democracy  competition and party strategy in mexico',11
"b'early national voting data project, 1788-1824'",11
"b'career proposal  fundamental algorithmic, architectural and economic issues in designing high speed qos-capable data networks'",8
b'conversational turn-taking in network context',12
b'on stochastic optimization and applications',6
b'the effects of information on firm conduct and market structure (an analysis of disclosure regulation in the restaurant industry)',2
"b'symbiont loss (""bleaching"") in a reef-dwelling foraminifer'",10
"b'integrated modeling of groundwater, unsaturated zone, and surface hydrologic processes over prairie topography'",5
b'anisotropic creep and deformation of textured hexagonal close packed metals',7
"b""economic development and women's labor force participation""",12
b'efficient and accurate methods for the computation of lyapunov characteristic exponents for n-dimensional continuous dynamical systems',6
b'sixth international conference on precipitation  predictability of rainfall at the various scales',5
b'a family of the odmg object models',0
b'mathematical sciences  some inverse problems in pde',6
b'new paltz interprocedural compiler',13
b'exchange rates and prices',2
b'political science  making national industrial policy european? how the european union affects the politics of state aid',11
b'foundations for reasoning about (practical) implicit invocation systems',13
b'chemical communication in marine ecosystems  interactions involving harmful algae and zooplankton',10
b'jgofs/smp  data-based models of food web structure and export flux',10
b'high temperature thermal conductivity measurements on lower crustal and upper mantle xenolith samples and the thermal structure of continental',3
b'analysis and design of hierarchical source routing & embedded atm networks',8
"b'a process of tracing study of information search and ""rational"" decision making in elections'",11
b'some studies on microtexture and acoustoelasticity in polycrystalline media',6
b'dynamics of partially molten regions  development of new tools for understanding melt localization by mechanical deformation',3
b'modeling of 3-d viscoelastic stress transfer in the california crust  implications for earthquake triggering and seismic hazard',3
b'variation in the dispersal of fertilizing sperm as a function of population density',10
b'safe observable components  programming-language support for object interaction protocols',13
b'social order and the construction of meaning in social interaction  troubled communication between sighted and partially',12
b'theory of parallel and distributed computation',15
b'mathematical sciences  interface dynamics and renormalization methods for nonlinear systems of equations',6
b'immigrants and the new york city garment industry',12
b'gender-based persecution in asylum policy and law in the united states',12
b'neural computing in geophysics',3
b'mathematical sciences  problems in statistical modeling',14
"b'design, applications, and foundations of safe, low-level programming languages'",13
b'competition and coexistence  the role of soil community feedback',1
b'organizational adaption and survival during reform  a panel study of bulgarian enterprises',2
b'market monitoring and organizational form',2
b'investigation of the solution complexation behavior of the rare earth elements with naturally occurring organic ligands in natural terrestrial waters',5
b'patterns and mechanisms of light gap regeneration in a caribbean mangrove forest',1
b'mathematical sciences  surfactant effects in viscous fingering',6
b'a retrospective dendroecology of american chestnut in the southern appalachian forest',1
b'gravity measurements to bound instrusive density at long valley caldera',3
b'query processing in structured peer-to-peer networks',0
b'formation of cooperation structures in economic and social situations',2
b'analytical and numerical studies of relativistic fluidflows accreting onto a magnetized schwarzschild black hole',4
b'recharage enhancement through indurated calcic horizons? modeling aspects',5
b'pattern formation in two and three dimensions',6
b'commonsense reasoning in database design systems',0
b'new heat flow values along the san andreas fault system',3
b'inbounds  the integrated network-based ohio university network detective service',8
b'secure communications for ad hoc networking',8
b'exact results in statistical mechanics',6
b'using virtual interviewers to explore race of interviewer effects',12
"b'democratization, secessions, and fiscal institutions'",2
b'macroeconomic implications of child labor laws and marital sorting',2
"b'factor markets, endogenous growth, and the productivity slowdown'",2
b'and-or parallel execution of logic programs  a stack copying approach',13
b'three-dimensional high resolution upper mantle shear wave velocity structure',3
b'initiation  cooperating transactions  an approach to resilient collaborating computations',0
b'carnegie-rochester conference on public policy to be held at carnegie mellon university at the university of rochester',2
b'initiation award  specification-based testing and analysis of concurrent software',13
b'crb  wildlife effects on tallgrass prairie restorations  extension and renewal',1
b'the evolution of conventions in intergenerational games',2
"b'paleomagnetic fieldwork in patagonia, argentina'",3
b'comparative constitutional design of parliamentary democracies',2
b'legislative oversight of policy making in parliamentary systems',11
b'mathematical sciences  partial differential equations and applications',6
b'some problems related to fluid and geophysical fluid dynamics',6
b'agenda power in democratic legislatures',11
"b'entering adulthood  poor, socially disadvantaged and resiliant'",12
b'bayesian formulations for model uncertainty',14
b'reliability growth modeling from fault failure rates',13
b'product market competition and employment discrimination',2
b'caa  technology transfer  bringing the tools of molecular biology to an ecological genetics program',1
"b'travel support for u.s. participation in the 20th general assembly of iugg, august 11-24, 1991, vienna, austria'",3
b'campaign finance and political representation',11
"b'stigmoid bodies  localization, ontogeny and composition'",9
b'towards practical constraint query algebras',0
"b'universities  conference, cambridge, massachusetts fall and spring of 1990-1991'",2
b'object-oriented data management for interactive visualiza- tion of scientific data',0
b'some nonlinear regularities and their causes in financial time series',2
"b'social norms, institutions and growth'",2
"b'consumer profiles, consumer privacy, and the information marketplace'",2
b'studies in numerical cosmology',4
"b'interaction of saline-formation water, near-surface ground water, and large lakes'",5
b'and productivity growth and economic growth',2
b'career/epscor  cooperative agents for conceptual search and browsing of world wide web resources',0
b'on applying strategic bargaining models to union contract negotiations',2
b'elasticity and equations of state of earth materials at high pressure-temperature conditions of the deep interior',3
b'seismic probing of the ontong-java plateau  a passcal experiment',3
b'itr-ap  a program for predicting and understanding data',14
b'mathematical sciences  semi-linear elliptic problems',6
b'microstructure and properties of the ferromagnetic shape memory alloy ni2mnga',7
b'mathematical sciences  mathematical problems in fluid mechanics',6
b'the community-level consequences of species interactions  null community experiments with annual plants',1
b'the trade effects of antidumping investigations',2
b'mexican immigration and health  the role of transnational social networks',12
b'kinematics and dynamics of continental deformation and the effective viscosity of continental lithosphere',3
b'prf/j  the role of limiting resources in controlling mutualistic and parasitic effects of mycorrhizae',1
"b'santa fe ii conference ""remagnetization and environmental rock magnetism  clues to records of past geodynamics and global change""; june 23-26, 1994; sanata fe,'",3
"b'evolution and change in the american executive  strategies and governing practices, 1877-1929'",11
"b'improved estimation and specification testing with parametric, nonparametric and neural network models using the bootstrap'",2
b'illumination of the linkages between bacteria and phytoplankton in the coastal ocean during upwelling',10
b'mathematical sciences  fractal encoding of rock fractures',14
b'reu  integrating local and large-scale population processes of genetically engineered root-colonizing bacteria',1
b'non-catalytic neurotrophin receptor expression and function during embryonic development',9
b'predicting dynamics of forested landscapes from individual- based models of tree performance',1
b'the rising political participation of senior citizens  the role of the american welfare state',11
b'problems in numerical relativity',4
b'approximate algorithms for high-dimensional geometric problems',15
b'mathematical sciences  mathematical prediction of the physical properties of materials and media',6
b'type-driven language technology for software and information infrastructure',13
b'gps monitoring of plate interactions and crustal deformationin the eastern mediterranean/middle east',3
b'stochastic models for queueing and finance',6
b'pebble games and expressibility in finite model theory',15
b'beryllium biochemistry in a forested ecosystem',5
b'computational complexity theory and circuit complexity',15
b'asymptotic equivalence in nonparametric function problems-theory and applications',14
"b'biogeoinformatics of hexacorallia (corals, sea anemones, and their allies)  interfacing geospatial, taxonomic, and environmental data for a group of marine'",10
"b'dynamics of social unrest in early qing china, 1645-1795'",12
b'mathematical sciences  numerical assessments of goodness-of fit tests based on statistically equivalent blocks',14
b'efficient and robust designs based on ordered units',14
b'mathematical sciences  algorithms and numerical analysis forpartial differential equations',6
b'tonga and fiji seismic arrays for investigating slab processes and upper mantle phase transformations',3
b'seismological studies of deep earthquakes and subducting slabs',3
b'strategic behavior in small markets',2
b'crb   toward sustainable land use and biodiversity in mosaic of agriculture and tropical forest',1
b'time-constant-based traffic control and multiplexing for high-speed networks',8
b'effects of the a - b phase transition and water weakening of min2geo4-olivine creep  implication for rheology near the upper mantle-transition zone boundary',3
"b'group travel support to the sixth marcel grossman meeting onrecent advances in general relativity; kyoto, japan; june 23-29, 1991'",4
b'poli  an expert system model of u.s. foreign policy belief systems',11
"b'workshop  july 7-9, 1998 in york, uk and november 11-13, 1998 in williamsburg, va on computer security, fault tolerance and software assurance  from needs to'",13
b'fair bargaining  an experimental study of reciprocity',2
b'mathematical sciences  investigation of viscous flow in a hele-shaw cell',6
b'categorical methods in computation and semantics',13
b'the relative strength of top-down and bottom-up forces in old-field arthropod communities',1
b'role of semaphorin in axon guidance',9
b'influence of population dynamics and community interactions on mutualistic outcomes in an obligate pollination mutualism',1
"b'distribution, biomass and ecological role of macrozooplankton and fishes in the arabian sea and equatorial indian ocean'",10
b'synaptic competition during cns development',9
b'bridging databases and computer architecture  optimizing dbms for deep memory hierarchies',0
b'pyi  flow control and routing in high speed networks',8
"b'networks, pattern matching and parallel algorithms'",15
b'mathematical sciences  three topics in mathematical statistics',14
b'mathematical sciences  model mechanisms for the formation and spatial patterning of teeth primordia',6
b'a workshop on future development of paleo and rock magnetic community databases (march 2002)',3
"b'conference on combinatorial pattern matching (cpm); tucson, arizona; april 29-may 1, 1992'",15
"b'biogeography, climate and the role of direct positive interactions in rocky shoreline communities'",10
b'a mechanistic and spatial analysis of plant competition in two contrasting grassland ecosystems',1
"b'community and rapid growth in burlington, kentucky'",12
b'competition between herbaceous and woody plants  the importance of herbs in forest dynamics',1
b'effect of high-grade metamorphism on seismic velocities of rocks',3
b'long-run development and the legacy of spanish colonialism in latin america',12
"b'interaction, adaptation, and social structure'",2
"b'family patterns of southern migrants to the north, 1920-1960'",12
"b""travel support for ieee infocom'99 conference""",8
b'crb  plant communities on patchy serpertine outcrops  spatial structure and ecological interactions',1
b'industrial-academic workshop to foster collaboration in database',0
b'coevolution and selective abscission in the yucca-yucca moth interaction',1
b'enhanced ductility aluminum alloys  an economical alternative for superplastic forming',7
"b'machine learning, on-line algorithms, and optimization'",15
b'support for democracy in thailand  public attitudes toward democratic process under the constitution of 1997',11
b'programmable security for distributed systems and databases',13
b'mathematical sciences  optimization problems in function spaces',6
b'rui   mechanisms of induced pathogen resistance in seagrasses',10
b'television advertising in political campaigns  a study of the 1992 california senate races',11
b'vegetation-sensing properties of pollen assemblages',1
b'mathematical sciences  studies in linear and nonlinear analysis',6
"b'application of global positioning system measurement to continental collision in the pamir-tien shan region, soviet central asia ()'",3
"b'stratification and migration dynamics in russia, 1985-2002  the impact of market transition'",12
b'long-term studies of small-sapling community dynamics in relation to light gaps in a neotropical forest',1
b'crb  conservation strategies for the rapid recovery of depleted populations of large lizards',1
b'origins of montane parks in the central rocky mountains',1
b'mathematical sciences  aspects of fluid flows',6
b'whole-lake manipulations of food webs and nutrients  benthic community responses and benthic-palagic coupling',1
"b'workshop on ""karst modeling'",5
b'biocomplexity    oceanic n2 fixation and global climate',10
b'marine biotechnology fellowship  biological invasion and genetic intorgression of exotic mussels -- a molecular approach',10
b'coordination for land-margin ecosystems  (lmer)',10
b'toward scalable software engineering disciplines',13
b'a strategic approach to local economic development',11
"b'detailed paleomagnetic study of the matuyama- brunhes reversal from lavas on tahiti, french polynesia'",3
b'trade and environmental policies with internationally mobile plants',2
b'asset market frictions in quantitative international business cycle models',2
b'photonic band-gap materials and related topics',6
b'numerical methods for large-scale modeling of ocean circulation',6
b'using power to elevate status  observers of power use and philanthropy',12
"b'fast decision support queries in main-memory  algorithms, optimization and implementation'",0
b'adaptive data republication in distributed systems',0
"b'2001 interior of the earth gordon conference, mount holyoke college, south hadley, massachusetts'",3
b'massive data streams  algorithms and complexity',15
"b'mathematical sciences  1996-1997 clifford lectures; november, 1996; new orleans, la'",6
b'job instability and worker wellbeing',12
b'lava flow records of paleosecular variation from the azores',3
b'a gps study of caribbean plate kinematics and distributed deformation between the caribbeanand north american plates',3
b'mathematical sciences  topics in markov decision processes',6
b'abr  the measurement of 20th century u. s. economic growth',2
b'studies in aggregate analysis',2
b'advances in register allocation and efficient run-time program analysis',13
b'mathematical sciences  inverse problems for semiconductor equations',6
b'strategic persuasion and the manipulation of knowledge structures in social choice',11
b'global control of nonlinear systems with uncontrollable unstable linearization  a non-smooth feedback framework',6
b'demand driven computation of partial data flow and its application in software engineering',13
b'effects of resource availability and community composition on the outcome of multiple species interactions with ipomopsis aggregata',1
b'trusted interoperation of health-care information systems',13
b'development of sex-specific neurons',9
b'mathematical sciences  global qualitative analysis of ecological models with delays and diffusions',6
b'granivores and the composition of experimental grass and forb communities',1
b'a theoretical study of climate dynamics',6
b'fire hazard estimation using point process methods',14
"b'improvement grant   on the dynamics of issue agenda change among a population of social movement organizations, 1960-2000.'",12
"b""the geodynamo and turbulence in earth's core""",3
b'florida to edmonton broadband seismic deployment',3
b'tyrosine phosphatases in axon growth',9
"b'parallel and distributed constraint programming  methodologies, applications, and educational opportunities'",13
b'nonlinear nonlocal first order hyperbolic problems in population models',6
b'3d numerical modelling of plume-lithosphere interaction',3
b'low mach number flows in an infinite domain',6
b'mathematical sciences  population dynamics in the chemostat and gradostat',6
b'structure of a cave ecosystem',1
"b'community ecology on rocky shores  long-term  in the subtidal zone (massachusetts, 1978-2001)'",10
b'control of insect populations by generalist predators  impact of intraguild predation',1
b'role of nt-3 in the developing limb proprioceptive system',9
b'asset markets and the macroeconomy',2
b'singular solutions to certain equations in the physical sciences',6
b'analysis of vote-by-mail senate election in oregon',11
b'mathematical sciences  statistics inference in the presence of measurement error  ii',14
b'the social construction of the american electricity industry',12
b'intelligent sampling for learning complex query concepts',0
b'retrospective analysis of dispersive and retentive behaviors of young-of-the-year estuarine fishes  are fish otoliths environmental',10
b'surface rupture of the 1957 gobi altay earthquake and the origin of lh bogd',3
b'kinematics and dynamics of kilauea volcano from gps observations',3
"b'unemployment, shocks and institutions'",2
b'economics of continuous trading',2
"b""next generation data mining (ngdm'02) workshop""",0
b'political science  international organizations and the resolution of trade disputes',11
b'improving requirements completeness through inquiry-based goal refinement',13
b'broadband earthquake source study using a composite source modeling approach',3
"b'""what controls earthquake size and occurrence? ii""'",3
b'analytical approximations for the eigenmodes of resonant alluvial valleys of arbitrary shape',3
b'mtd  midwest theory day',15
b'seismicity as a function of cumulative geologic offset  test of a hypothesis',3
b'ecological engineering by fishes  the importance of biodiversity to resource heterogeneity and the structure of neotropical streams',1
"b'routing, wavelength assignment, dimensioning and performance of optical networks with multicast service'",8
b'automated methods for verification of concurrent software systems',13
b'information theory-based measurement of software designs',13
b'habitat fragmentation effects on the stopover biology of migratory landbirds along the northern coast of the gulf of mexico',1
b'mathematical sciences  abnormality in optimization and optimal control problems',6
"b'the third americas conference on differential equations and nonlinear analysis to be held september 9-13, 1998, in atlanta, georgia'",6
b'partial insurance and consumption inequality',2
b'molecular mechanisms of synaptogenesis',9
b'prf/j  metabolic cost of detoxifying plant secondary compounds and the evolution of herbivore host specialization',1
"b""multidisciplinary investigation of the earth's core-mantle boundary""",3
b'mathematical sciences  inverse estimation problems',14
b'development of antisense gene knock-down procedures for in vivo cns use',9
b'workshop on managing and mining massive data (m3d-98)',0
b'development analysis of forebrain',9
"b'a gps investigation of deformation in the jalisco region, western mexico'",3
b'political science  how civic journalism influences political learning and deliberation',11
"b'seismic profiling for geometry, deep crustal structure and moho for petrogenesis of granite batholiths  the boulder batholith'",3
b'analysis of randomized algorithms  markov chain approach',15
b'an empirical examination of the direct benefits and costs of environmental regulation and the indirect effects of regulation on firm investment behavior',2
b'resolving anisotropy and heterogeneity with p waveforms',3
"b'investment, technology adoption, and environmental policy'",2
b'reprocessing and interpretation of reflection seismic data from a reactivated rift in the andean foreland in northwestern argentina',3
b'mathematical sciences  singular and boundary control of multidimensional diffusion processes',6
"b""industrial conflicts and union politics in america's mining industries, 1890-1917""",12
b'the theory of international economic institutions',2
"b'population dynamics of aquatic insects in beaver ponds  influence of dispersal, behavior, and predators'",1
b'mathematical sciences  applications of topology to biology and chemistry',6
b'indonesian national election survey',11
b'mathematical sciences  asymptotic and singular perturbation methods for bifurcation problems with applications',6
b'topics in approximation theory',6
b'consumption in late soviet and post-soviet russia',12
b'the role of transmission in the dynamics of infectious disease',1
b'paleomagnetism of the rocks of ascension island',3
b'mathematical sciences  the statistical analysis of shape',14
b'semantic tools for realistic programming languages',13
b'multicomponent seismic constraints on deep crustal velocity structure beneath the colorado plateau and transition zone',3
b'games plants play  intra- and inter- specific root competition as an ess',1
b'an evaluation of the consequences of persistent small-scale biological structure on upper ocean trophic processes',10
"b'domestic abuse and welfare receipt  prevalence, effects and implications for poverty'",12
b'developments on quantile regression',14
"b'an integrated study of post-flood hydrology, ecology, politics and policy change  a cross-national, urban perspective'",5
b'when threats succeed  a formal model of the threat and use of economic sanctions',11
b'mathematical sciences   on cooperationamong animals  mutualism versus reciprocity',6
b'processing health policy agendas in congessional committees',11
b'markets and institutions  a matching approach',2
"b'interfaces for the twenty-first century conference, august 16-18, 1999, monterey, california'",6
b'closure of thermodynamically constrained models for multiphase systems',5
"b'nonlinear population dynamics  mathematical models, biological experiments, data analyses'",6
"b'geomorphological processes, scale and the evolution of fluvial landforms'",5
b'doctoral dissetation   the effects of ordering in exchange networks',12
"b'gordon  conference "" at high pressure""'",3
b'cooperative behavior and the frequency of social interaction',2
b'reasoning about database updates',0
b'determining seed bank age structure with tandem accelerator mass spectrometry c14 dating',1
b'influence and information acquisition through experiments',11
b'mathematical sciences  infinite electrical networks',6
b'synaptic competition in a retinotectal system',9
b'hybrid measurements of crustal deformation on the guererro coast of mexico',3
b'scheduling of random processes and quantum information',15
b'linking intra- and inter-host parasite population dynamics to natural populations of poecilia reticulata and gyrodactylus',1
"b'fifth international conference on precipitation, crete, greece, june 14-16, 1995'",5
b'comparative studies of monetary policy and monetary transmission',2
b'law making and decree making in a mixed system  inter-branch relations in russia',11
b'microbial ecology of hydrothermal plumes  an interdisciplinary approach',10
b'the role of pensions and job charateristics in determining retirement behavior',2
b'imaging earth structure by stacking global seismograms',3
b'do mammals and insects control tropical forest diversity? a community-level experimental test',1
b'mathematical sciences  mathematical and experimental studiesof pulsatile flow in free moving elastic tubes',6
b'the organization and reputation of firms',2
b'a gps investigation of the caribbean-north american plate boundary',3
"b""arms transfer and coups d'etat  an empirical study on sub-saharan africa""",11
"b'logic-based modeling analysis, and implementation of workflow management systems'",0
b'mathematical sciences  nonlinear reaction-diffusion',6
b'mri  isolation and characterization of anaerobic zoosporic fungi from natural environments',1
b'fabrication & characterization of reactive multi- layer foils for joining application and development of a database for classroom demonstrations',7
b'control and stabilization of elastic systems  anisotropic elasticity and other coupled systems',6
b'inorganic and organic nitrogen uptake dynamics in the equatorial pacific during the second mesoscale iron enrichment experiment (iron ex ii)',10
b'mathematical sciences  limit distributions of gl-related statistics and testing independence of circular data',14
b'the evolution of virulence of an insect virus',1
b'biographical sequencing and activism',12
b'efficient randomized algorithms for multivariate algebraic computations',15
b'public use microdata samples of the 1850 slave population',12
"b'framing the picture, racial profiling and the public discourse'",12
b'theories of the welfare state and the formative years of u.s. social policy',12
b'plastic deformation and deformation fabric in wadsleyite and ringwoodite  effects of water and grain-size',3
b'study of relationship of crustal extension to mantle dynamics  paleobotanical constraints on the eocene history of mean elevations',3
b'an evaluation of the effectiveness of air sparging techniques in nonhomogeneous natural sediments.',5
b'csedi   the 190pt-1860s system as a test of core-mantle interaction  phase iii',3
b'ecological consequences of exotic invaders  interactions involving european earthworms and native plant communities in hardwood forests',1
b'formal models of legislative organization and the decision to delegate',11
b'multigrid methods for nonconforming finite elements',6
"b""refining duverger's law using district-level theory and data""",11
b'(weave) changing seasons? detecting and understanding climate change',5
b'mathematical sciences  stochastic control and nonlinear estimation',6
b'microscopic and molecular characterization of fe and mn hydrous oxides',5
"b'bones of contention  territorial, maritime, and river issues'",11
"b""parasitism's impact during the cyclic decline of a snowshoe hare population""",1
b'a theoretical foundation for communication network protocols',8
b'on-line and dynamic algorithms  computing with an uncertain future',15
b'intermediate regulations of aquatic ecosystems  pursuing the generality of the trophic cascade hypothesis',1
b'early life history dynamics of marine fish  size-specific biochemical and morphometric indices of larval feeding and survival',10
b'study of buoyant hydromagnetic flow in rotating fluids',3
b'mathematical sciences  use of enhancement techniques and a priori information in electrical impedance tomography',6
b'composite (perturbative and full numerical) evolution of black hole collisions',4
b'fault-tolerant and self-organizing cellular automata',15
b'primal-dual interior point algorithms for mathematical programming',6
b'the ecology and population biology of the fungus aureobasidium pullulans on leaf surfaces',1
b'investigations of the structure of the inner core and the core-mantle boundary',3
"b'can insect herbivory control grassland composition, productivity and dynamics  an alternative view'",1
"b'molecular probes for the study of bacterial iron reduction in anaerobic marine environments, marine biotech fellowship'",10
b'bayesian model evaluation and prediction of economic time series',2
"b'mathematical sciences  mathematical problems from nonlinear dispersive oscillations, hele-shaw and stokes flows'",6
b'mathematical sciences  computational problems in fluids and materials',6
b'modeling biomolecular transport processes',6
b'motor unit activity during neonatal synapse elimination',9
b'in memory database recovery issues',0
b'mathemetical sciences  variational analysis and dynamical optimization',6
b'information revelation policies for sellers at auctions',2
b'mdc  the virtual world data server',0
b'human capital investment and intergenerational income inequality',2
b'workshop on stochastic model building and variable selection',14
b'developments of geodynamo theory',3
b'motivated biases in political reasoning',11
"b'""parallel computation and boolean circuits - lambda calculus, equational theories, modular counting and permutation groups""'",15
"b'remagnetization, diagenesis, and deformation in paleozoic cabornates of e. n. america  a comparative rock magnetic and calcite strain study'",3
"b'a probabilistic, language-based security analysis'",13
b'mathematical sciences  adaptive spatial regression and classification',14
b'chemical communication in marine copepods',10
b'main memory database recovery issues',0
